Time (msec),Longitude,Latitude,Altagl,Battery Capacity (%)
66200,-157.8096639,21.30670931,9.8,93
66300,-157.8096633,21.30670961,9.8,93
66300,-157.8096628,21.30670991,9.8,93
66300,-157.8096622,21.30671008,9.8,93
66400,-157.8096616,21.30671038,9.8,93
66400,-157.8096611,21.30671068,9.8,93
66400,-157.8096605,21.30671097,9.8,93
66500,-157.8096599,21.30671127,9.8,93
66500,-157.8096593,21.30671155,9.8,93
66500,-157.8096588,21.3067118,9.8,93
66600,-157.8096582,21.30671209,9.8,93
66600,-157.8096576,21.30671237,9.8,93
66700,-157.809657,21.30671266,9.9,93
66700,-157.8096564,21.30671294,9.9,93
66700,-157.8096558,21.30671322,9.9,93
66800,-157.8096552,21.30671339,9.9,93
66800,-157.8096546,21.30671366,9.9,93
66800,-157.809654,21.3067139,9.9,93
66900,-157.8096533,21.30671417,9.9,93
66900,-157.8096527,21.30671443,9.9,93
66900,-157.8096522,21.30671467,9.9,93
67000,-157.8096516,21.30671493,9.9,93
67000,-157.809651,21.30671518,9.9,93
67000,-157.8096504,21.30671543,9.9,93
67100,-157.8096498,21.30671568,9.9,93
67100,-157.8096492,21.30671588,9.9,93
67100,-157.8096485,21.30671615,9.9,93
67200,-157.809648,21.30671638,9.9,93
67200,-157.8096474,21.30671659,9.9,93
67200,-157.8096468,21.3067168,9.9,93
67300,-157.8096463,21.306717,9.9,93
67300,-157.8096457,21.30671719,9.9,93
67400,-157.8096452,21.30671727,9.9,93
67400,-157.8096446,21.30671746,9.9,93
67400,-157.809644,21.30671762,9.9,93
67500,-157.8096435,21.30671776,9.9,93
67500,-157.8096431,21.30671788,9.9,93
67500,-157.8096427,21.306718,9.9,93
67600,-157.8096423,21.30671792,9.9,93
67600,-157.8096419,21.30671801,9.9,93
67600,-157.8096416,21.30671809,9.9,93
67700,-157.8096412,21.30671816,9.9,93
67700,-157.8096409,21.30671822,9.9,93
67700,-157.8096406,21.30671826,9.9,93
67800,-157.8096403,21.30671831,9.9,93
67800,-157.80964,21.30671834,9.9,93
67800,-157.8096397,21.30671837,9.9,93
67900,-157.8096395,21.3067184,9.9,93
67900,-157.8096393,21.30671841,9.9,93
67900,-157.8096393,21.30671835,9.9,93
68000,-157.8096391,21.30671837,9.9,93
68000,-157.8096389,21.30671838,9.9,93
68100,-157.8096386,21.3067185,9.9,93
68100,-157.8096384,21.30671851,9.9,93
68100,-157.8096382,21.30671852,9.9,93
68200,-157.8096383,21.30671837,9.9,93
68200,-157.8096382,21.30671839,9.9,93
68200,-157.809638,21.30671841,9.9,93
68300,-157.8096378,21.30671843,9.9,93
68300,-157.8096377,21.30671845,9.9,93
68300,-157.8096379,21.30671849,9.9,93
68400,-157.8096377,21.30671857,9.9,93
68400,-157.8096376,21.3067186,9.9,93
68400,-157.8096375,21.30671862,9.9,93
68500,-157.8096374,21.30671864,9.9,93
68500,-157.8096372,21.30671866,9.9,93
68500,-157.8096374,21.30671848,9.9,93
68600,-157.8096373,21.30671849,9.9,93
68600,-157.8096372,21.3067185,9.9,93
68600,-157.8096371,21.30671851,9.9,93
68700,-157.8096371,21.30671848,9.9,93
68700,-157.809637,21.30671849,9.9,93
68800,-157.809637,21.30671855,9.9,93
68800,-157.8096369,21.30671856,9.9,93
68800,-157.8096368,21.30671857,9.9,93
68900,-157.8096367,21.30671858,9.9,93
68900,-157.8096366,21.30671859,9.9,93
68900,-157.8096365,21.3067186,9.9,93
69000,-157.8096367,21.30671856,9.9,93
69000,-157.8096367,21.30671848,9.9,93
69000,-157.8096366,21.30671849,9.9,93
69100,-157.8096365,21.3067185,9.8,93
69100,-157.8096364,21.30671851,9.8,93
69100,-157.8096365,21.30671841,9.8,93
69200,-157.8096364,21.30671842,9.8,93
69200,-157.8096364,21.30671843,9.8,93
69200,-157.8096363,21.30671844,9.8,93
69300,-157.8096364,21.30671838,9.8,93
69300,-157.8096363,21.3067184,9.8,93
69300,-157.8096363,21.30671841,9.8,93
69400,-157.8096362,21.30671841,9.8,93
69400,-157.8096362,21.30671842,9.8,93
69500,-157.8096361,21.30671844,9.8,93
69500,-157.8096361,21.30671845,9.8,93
69500,-157.809636,21.30671846,9.8,93
69600,-157.809636,21.30671838,9.8,93
69600,-157.8096361,21.30671827,9.8,93
69600,-157.809636,21.30671827,9.8,93
69700,-157.8096359,21.30671827,9.8,93
69700,-157.8096359,21.30671828,9.8,93
69700,-157.8096358,21.3067182,9.8,93
69800,-157.8096357,21.3067182,9.8,93
69800,-157.8096356,21.30671819,9.8,93
69800,-157.8096356,21.30671819,9.8,93
69900,-157.8096355,21.30671818,9.8,93
69900,-157.8096354,21.30671803,9.8,93
69900,-157.8096354,21.30671798,9.8,93
70000,-157.8096354,21.30671798,9.8,93
70000,-157.8096353,21.30671797,9.8,93
70000,-157.8096352,21.30671796,9.8,93
70100,-157.8096351,21.30671796,9.8,93
70100,-157.8096351,21.30671796,9.8,93
70200,-157.809635,21.30671791,9.8,93
70200,-157.8096349,21.30671791,9.8,93
70200,-157.8096349,21.30671781,9.8,93
70300,-157.8096348,21.30671781,9.8,93
70300,-157.8096347,21.30671781,9.8,93
70300,-157.8096347,21.30671781,9.8,93
70400,-157.8096346,21.30671768,9.8,93
70400,-157.8096346,21.30671768,9.8,93
70400,-157.8096345,21.30671768,9.8,93
70500,-157.8096345,21.30671768,9.8,93
70500,-157.8096344,21.30671768,9.8,93
70500,-157.8096345,21.30671758,9.8,93
70600,-157.8096344,21.30671758,9.8,93
70600,-157.8096344,21.30671759,9.8,93
70600,-157.8096343,21.30671759,9.8,93
70700,-157.8096343,21.3067176,9.8,93
70700,-157.8096342,21.30671761,9.8,93
70700,-157.8096342,21.30671758,9.8,93
70800,-157.8096342,21.30671758,9.8,93
70800,-157.8096342,21.30671759,9.8,93
70900,-157.8096341,21.30671752,9.9,93
70900,-157.8096341,21.30671753,9.9,93
70900,-157.809634,21.30671754,9.9,93
71000,-157.8096341,21.30671748,9.9,93
71000,-157.8096341,21.30671749,9.9,93
71000,-157.809634,21.3067175,9.9,93
71100,-157.809634,21.30671751,9.9,93
71100,-157.809634,21.30671751,9.9,93
71100,-157.8096339,21.30671754,9.9,93
71200,-157.8096338,21.30671746,9.9,93
71200,-157.8096338,21.30671747,9.9,93
71200,-157.8096338,21.30671748,9.9,93
71300,-157.8096337,21.30671749,9.9,93
71300,-157.8096337,21.30671751,9.9,93
71300,-157.8096337,21.30671749,9.9,93
71400,-157.8096337,21.30671749,9.9,93
71400,-157.8096337,21.3067175,9.9,93
71400,-157.8096336,21.30671748,9.9,93
71500,-157.8096336,21.30671749,9.9,93
71500,-157.8096337,21.3067175,9.9,93
71600,-157.8096337,21.30671751,9.9,93
71600,-157.8096337,21.30671752,9.9,93
71600,-157.8096337,21.30671753,9.9,93
71700,-157.8096337,21.30671754,9.9,93
71700,-157.8096337,21.30671755,9.9,93
71700,-157.8096338,21.30671756,9.9,93
71800,-157.8096338,21.30671751,9.9,93
71800,-157.8096339,21.30671752,9.9,93
71800,-157.8096339,21.30671753,9.9,93
71900,-157.8096339,21.30671754,9.9,93
71900,-157.8096339,21.30671755,9.9,93
71900,-157.8096339,21.30671766,9.9,93
72000,-157.809634,21.30671767,9.9,93
72000,-157.809634,21.30671768,9.9,93
72000,-157.809634,21.30671769,9.9,93
72100,-157.809634,21.30671764,9.9,93
72100,-157.809634,21.30671765,9.9,93
72100,-157.8096341,21.30671766,9.9,93
72200,-157.8096341,21.30671767,9.9,93
72200,-157.8096341,21.30671768,9.9,93
72300,-157.8096341,21.30671769,9.9,93
72300,-157.8096341,21.30671769,9.9,93
72300,-157.8096341,21.3067177,9.9,93
72400,-157.8096343,21.3067177,9.9,93
72400,-157.8096344,21.30671765,9.9,93
72400,-157.8096344,21.30671765,9.9,93
72500,-157.8096344,21.30671765,9.9,93
72500,-157.8096343,21.30671765,9.9,93
72500,-157.8096344,21.30671765,9.9,93
72600,-157.8096344,21.30671765,9.9,93
72600,-157.8096344,21.30671765,9.9,93
72600,-157.8096344,21.30671764,9.9,93
72700,-157.8096344,21.30671764,9.9,93
72700,-157.8096345,21.3067176,9.9,93
72700,-157.8096346,21.3067177,9.9,93
72800,-157.8096346,21.3067177,9.9,93
72800,-157.8096346,21.30671769,9.9,93
72800,-157.8096346,21.30671769,9.9,93
72900,-157.8096346,21.30671768,9.8,93
72900,-157.8096346,21.30671768,9.8,93
73000,-157.8096346,21.30671767,9.8,93
73000,-157.8096346,21.30671767,9.8,93
73000,-157.8096346,21.30671765,9.8,93
73100,-157.8096346,21.30671765,9.8,93
73100,-157.8096346,21.30671764,9.8,93
73100,-157.8096345,21.30671764,9.8,93
73200,-157.8096346,21.30671763,9.8,93
73200,-157.8096346,21.30671762,9.8,93
73200,-157.8096345,21.30671762,9.8,93
73300,-157.8096345,21.30671761,9.8,93
73300,-157.8096345,21.30671761,9.8,93
73300,-157.8096345,21.30671758,9.8,93
